300379.SZ,东方通,云计算;网络安全;股权激励;操作系统国产化;国产软硬件;预减,信息技术,38.729,0.0329,-3.0729,1.1136,294.2933,-3.1509
600769.SH,祥龙电业,举牌;地方国企,工业,18.7114,0.0104,0.0527,0.018,449.7933,88.7638
000713.SZ,丰乐种业,乡村振兴;生物育种;大豆;地方国企;举牌;反关税;并购阶段(需定增),日常消费,20.3236,0.1534,0.1463,0.2222,33.1219,34.7293
603032.SH,德新交运,预减;重组;超跌,工业,18.6249,0.0001,0.2682,0.5053,46562.25,17.361
300612.SZ,宣亚国际,互联网营销;预减;IP流量变现;移动互联网;超跌;高送转,可选消费,30.0672,0.0329,0.8192,0.5919,228.4742,9.1758
002575.SZ,群兴玩具,二胎政策;超跌;重组,可选消费,24.7851,0.0024,-0.2141,0.1276,2581.7813,-28.941
600615.SH,丰华股份,浦东新区;最小市值;预减,材料,17.3543,0.0459,1.0632,0.0986,94.5223,4.0807
002786.SZ,银宝山新,领涨龙头;预减;央企,工业,27.4874,-0.1892,0.6559,1.0393,-36.3206,10.477
300654.SZ,世纪天鸿,高送转;新股,可选消费,20.2336,0.0276,0.3154,0.3141,183.2754,16.038
600836.SH,界龙实业,浦东新区;迪士尼;扭亏,工业,26.9078,0.0604,0.2891,-0.139,111.3733,23.2686
300667.SZ,必创科技,传感器;高送转;工业4.0;超涨;军民融合,信息技术,30.804,0.0322,0.4287,0.3226,239.1615,17.9636
000615.SZ,京汉股份,雄安新区;股权激励,房地产,50.843,-0.5102,4.2086,1.9013,-24.9133,3.0202
600505.SH,西昌电力,央企,公用事业,17.9367,0.0529,0.4459,0.5587,84.767,10.0565
600774.SH,汉商集团,预减;地方国企,可选消费,25.8721,0.0595,0.1533,0.0446,108.7063,42.1919
300019.SZ,硅宝科技,员工持股;装配式建筑;成渝特区;股权转让,材料,22.3028,-0.013,0.5159,0.9084,-428.9,10.8077
600579.SH,天华院,十大军工集团;央企,工业,39.7085,0.045,-0.4694,0.0628,220.6028,-21.1485
002702.SZ,海欣食品,扭亏;股权激励,日常消费,24.038,0.1232,-0.2728,0.1307,48.7784,-22.029
300534.SZ,陇神戎发,独家药;地方国企;精准扶贫,医疗保健,25.1776,0.0642,0.1711,0.4725,98.0436,36.7878
002750.SZ,龙津药业,预减,医疗保健,25.3517,0.0724,0.3516,0.91,87.5404,18.026
603990.SH,麦迪科技,智慧医疗;国产软硬件;股权激励,信息技术,27.2952,-0.0491,0.5111,0.4521,-138.9776,13.3512
300018.SZ,中元股份,智能电网;健康中国;生物疫苗;医疗器械;股权激励;智慧医疗;预减,工业,23.8838,0.1114,1.0589,1.1039,53.5992,5.6388
300223.SZ,北京君正,股权激励;智能穿戴;芯片国产化;3D传感;智能音箱;国产化创新;集成电路;智能电视;人工智能;核高基;360概念,信息技术,45.9074,0.0297,0.065,0.0705,386.4259,176.5669
300479.SZ,神思电子,3D传感;网络安全;新零售;人工智能;机器视觉;预减;生物识别;独角兽概念,信息技术,22.9751,0.0342,0.3049,0.2144,167.9466,18.8382
002767.SZ,先锋电子,物联网,工业,20.13,0.0693,0.459,0.4531,72.619,10.9641
000801.SZ,四川九洲,扭亏;三网融合;军民融合;并购阶段(需定增);地方国企;融资融券标的;融资融券,可选消费,46.4354,0.0292,0.0081,1.9894,397.5634,1433.1914
002342.SZ,巨力索具,京津冀一体化;雄安新区,工业,36.384,0.086,-0.1716,0.2063,105.7674,-53.007
000534.SZ,万泽股份,预减;涉矿,房地产,57.4405,0.0356,0.772,0.7153,403.3743,18.6012
000628.SZ,高新发展,新三板;成渝特区;参股金融;地方国企,工业,28.2201,-0.0167,0.2912,0.337,-422.4566,24.2274
600696.SH,ST岩石,最小市值;ST概念;网络彩票;互联网金融;举牌,工业,13.1118,0.0706,0.1844,-3.5197,46.4299,17.7763
300110.SZ,华仁药业,医疗器械;超跌,医疗保健,55.564,0.017,0.3904,0.2241,817.1176,35.5815
603559.SH,中通国脉,大数据,信息技术,29.4756,0.0018,0.2766,0.4254,4093.8333,26.641
603036.SH,如通股份,可燃冰,能源,27.2096,0.0409,0.3558,0.6636,166.3178,19.1186
600343.SH,航天动力,融资融券标的;央企;十大军工集团;预增;融资融券;大飞机;军民融合,工业,59.417,0.0362,0.226,0.3623,410.3384,65.7268
601606.SH,长城军工,封板新股;超涨;新股,工业,50.9133,,1.1508,0.4415,#DIV/0!,11.0604
002826.SZ,易明医药,精准扶贫;西藏振兴;预减,医疗保健,27.4335,0.0615,0.6048,0.5536,111.5183,11.3399
002439.SZ,启明星辰,基金重仓;员工持股;金融科技;可转债;融资融券标的;国产软硬件;行业龙头;网络安全;融资融券,信息技术,157.0109,0.1171,4.4271,2.6119,335.2069,8.8665
300283.SZ,温州宏丰,民营银行,工业,20.0965,0.1217,0.033,0.1868,41.2829,152.2462
300239.SZ,东宝生物,股权激励,医疗保健,19.9053,0.0689,0.2242,0.1923,72.2253,22.1959
603131.SH,上海沪工,并购阶段(需定增);重组;军民融合;机器人,工业,30.1,0.0117,0.726,0.6926,643.1624,10.365
002143.SZ,印纪传媒,文化传媒概念(Wind);股票质押;预减;超跌,可选消费,66.3688,1.1492,7.6098,7.3703,14.438,2.1804
603637.SH,镇海股份,股权激励;预减,工业,21.5793,0.0504,0.4436,0.6031,107.0402,12.1615
601616.SH,广电电气,合资企业,工业,28.9093,0.0152,0.2365,-1.1334,475.4819,30.5595
603078.SH,江化微,,材料,29.8452,0.0861,0.5368,0.6894,86.6585,13.8996
600080.SH,金花股份,并购阶段(需定增);医疗器械,医疗保健,37.1777,0.0585,0.5381,0.2781,158.8791,17.2727
300466.SZ,赛摩电气,机器人;工业4.0,工业,39.7427,0.0547,0.2536,0.5646,181.6394,39.1785
600365.SH,通葡股份,东北振兴;并购阶段(需定增);葡萄酒;借壳上市;增持;基因检测;举牌;预减;合资企业,日常消费,18.08,0.0891,0.2665,0.1998,50.7295,16.9606
002817.SZ,黄山胶囊,,医疗保健,17.8194,0.1032,0.4642,0.5228,43.1672,9.5968
000430.SZ,张家界,员工持股;地方国企,可选消费,26.7989,-0.1502,0.6602,0.6044,-44.6054,10.148
002771.SZ,真视通,安防监控;股权激励;举牌,信息技术,22.697,0.0827,0.6928,0.6904,68.6125,8.1903
002017.SZ,东信和平,国资改革;股权激励;智能IC卡;金融科技;移动支付;大数据;央企,信息技术,20.9873,0.0795,0.3745,0.8721,65.9978,14.0102
002490.SZ,山东墨龙,页岩气和煤层气;摘帽;含H股的A股;可燃冰,能源,29.7006,0.078,0.3508,-6.5071,95.1942,21.1663
300371.SZ,汇中股份,预增;物联网;雄安新区,工业,18.456,0.0503,0.6524,0.5292,91.7296,7.0723
002214.SZ,大立科技,员工持股;核高基;安防监控,信息技术,25.0891,0.0205,0.3001,0.3285,305.9646,20.9006
300593.SZ,新雷能,,工业,18.7175,0.0555,0.356,0.441,84.3131,13.1443
603696.SH,安记食品,合资企业,日常消费,27.3,0.1093,0.4124,0.408,62.4428,16.5495
002296.SZ,辉煌科技,安防监控;举牌;高铁,信息技术,23.315,0.0353,-1.4634,0.8507,165.1204,-3.983
300478.SZ,杭州高新,高送转;重组;预增,材料,22.2691,-0.0154,0.4233,0.3531,-361.5114,13.1521
300638.SZ,广和通,物联网;5G;超涨;预增;高送转;小盘绩优,信息技术,33.588,0.0667,0.4386,0.4032,125.8921,19.145
603636.SH,南威软件,电子政务;股权激励;智慧城市;重组;员工持股;PPP,信息技术,52.7257,0.0027,0.9204,0.4323,4882.0093,14.3214
300455.SZ,康拓红外,并购阶段(需定增);央企;重组,信息技术,39.9017,0.1299,0.7176,0.6748,76.7931,13.9011
300390.SZ,天华超净,超涨;参股宁德时代;医疗器械;员工持股;独角兽概念,信息技术,34.627,0.0897,0.3452,0.176,96.5078,25.0775
002552.SZ,*ST宝鼎,最小市值;*ST;超跌;扭亏;ST概念;金融改革;员工持股,工业,14.5767,0.0505,-1.3508,-1.6692,72.1619,-2.6978
002189.SZ,利达光电,3D玻璃;央企;虚拟现实;重组;出口型企业;机器视觉;十大军工集团;并购阶段(需定增),信息技术,25.8215,0.069,0.2251,0.1471,93.5562,28.6778
603005.SH,晶方科技,国产软硬件;3D传感;虚拟现实;芯片国产化;物联网;集成电路;生物识别;传感器;股权激励,信息技术,48.9992,0.1046,0.9569,0.5275,117.1109,12.8015
002908.SZ,德生科技,新股;超涨,信息技术,44.9356,0.0774,0.5751,0.4872,145.1408,19.5338
000812.SZ,陕西金叶,合资企业;职业教育;高送转;融资融券标的;融资融券,工业,26.8274,0.1219,0.5058,0.5756,55.0193,13.2599
000782.SZ,美达股份,,材料,30.104,0.1827,0.368,-0.8158,41.1932,20.4511
000514.SZ,渝开发,新型城镇化;地方国企;预减;成渝特区;一带一路,房地产,36.9572,0.0904,0.9849,0.7737,102.2046,9.381
603988.SH,中电电机,超涨;预减,工业,30.2064,0.0626,0.3308,0.2389,120.6326,22.8283
603333.SH,明星电缆,,工业,29.7963,-0.0745,0.1688,-0.7759,-99.9876,44.1296
300549.SZ,优德精密,合资企业,工业,19.4943,0.1603,0.7571,0.52,30.4028,6.4372
002827.SZ,高争民爆,精准扶贫;地方国企;预减;西藏振兴,材料,30.0288,0.043,1.0896,1.0965,174.586,6.8899
603318.SH,派思股份,股权激励;重组;并购阶段(需定增),工业,48.7189,0.0916,0.5473,0.2185,132.9664,22.2542
002148.SZ,北纬科技,智慧医疗;融资融券;移动互联网;文化传媒概念(Wind);融资融券标的;移动转售;预减;动漫;网络游戏,信息技术,31.9227,0.1641,1.2993,0.7911,48.633,6.1423
600378.SH,天科股份,乙醇汽油;重组;工业气体;并购阶段(需定增);央企;新型煤化工;可燃冰,材料,30.3137,0.0513,0.5888,0.2585,147.7276,12.871
002197.SZ,证通电子,移动支付;微信小程序;股权激励;大数据;网络安全;金融科技;预增;互联网金融,信息技术,42.3974,0.0028,0.2942,0.5031,3785.4821,36.0277
002395.SZ,双象股份,预增;体育;可转债,材料,21.1349,0.0952,0.3051,0.5457,55.5013,17.318
002825.SZ,纳尔股份,预增;浦东新区;股权激励,材料,20.5654,0.0544,0.3633,0.6492,94.5101,14.1518
300011.SZ,鼎汉技术,股权激励;高铁,工业,44.2451,-0.0197,0.8163,1.1122,-561.486,13.5505
000037.SZ,深南电A,扭亏;小盘成长;含B股的A股,公用事业,27.2061,-0.1531,0.0038,12.6476,-44.4254,1789.875
002006.SZ,精功科技,领涨龙头;超涨;新能源;成交主力;蓝宝石;光伏,工业,35.0473,0.1076,0.9414,0.5748,81.4296,9.3072
300445.SZ,康斯特,股权激励,工业,23.6829,0.088,0.5301,0.4408,67.281,11.1691
600425.SH,青松建化,西部水泥;新疆区域振兴;西部大基建;一带一路;摘帽;地方国企;扭亏,材料,48.8092,-1.0688,-0.6076,-7.4492,-11.4168,-20.0828
300013.SZ,新宁物流,卫星导航;物流骨干网;智能物流,工业,28.8858,0.0647,1.4443,0.6041,111.6144,5
600356.SH,恒丰纸业,东北振兴;预增;地方国企,材料,18.5213,0.1755,0.9657,0.9367,26.3836,4.7948
002502.SZ,骅威文化,预减;文化传媒概念(Wind);保底增持;二胎政策;网络游戏;动漫;IP流量变现;员工持股,可选消费,49.6121,0.0573,3.7082,3.319,216.4577,3.3448
002740.SZ,爱迪尔,黄金珠宝;重组,可选消费,23.4056,0.1278,0.6799,0.578,45.7856,8.6063
002843.SZ,泰嘉股份,股权激励,工业,19.1288,0.1555,0.5067,0.4115,30.7537,9.4379
300281.SZ,金明精机,高送转;工业4.0,工业,22.1192,0.0943,0.3534,0.3184,58.6405,15.6474
002125.SZ,湘潭电化,出口型企业;污水处理;小金属;地方国企,材料,29.929,0.1168,0.5157,0.2574,64.0604,14.5089
300606.SZ,金太阳,外资并购;小盘绩优,工业,18.5179,0.1922,0.5495,0.4021,24.0868,8.4249
300713.SZ,英可瑞,高送转预期;高送转;小盘绩优;新股,工业,29.9211,0.1447,0.8423,0.9769,51.6951,8.8808
002891.SZ,中宠股份,新股;出口型企业;小盘绩优,日常消费,32.48,0.1623,0.8481,0.7842,50.0308,9.5743
300416.SZ,苏试试验,,工业,27.1426,0.0263,0.6953,0.6083,258.0095,9.7593
603023.SH,威帝股份,含可转债;可转债,可选消费,21.204,0.1661,0.6864,0.9068,31.9145,7.7229
002903.SZ,宇环数控,小盘绩优;独角兽概念;小米产业链;超涨;工业4.0;富士康概念;机床;新股;高送转,工业,43.05,0.1215,0.79,0.8873,88.5802,13.6234
300179.SZ,四方达,员工持股;股权激励,材料,22.2503,0.1074,0.6142,0.2963,51.7931,9.0566
002193.SZ,如意集团,超涨,可选消费,34.1277,0.0991,0.8337,0.3277,86.0941,10.2338
603002.SH,宏昌电子,国产化创新;股权激励;合资企业,材料,26.9727,0.1993,0.7845,0.2668,33.8343,8.5955
002761.SZ,多喜爱,家纺;高送转,可选消费,39.5556,0.0826,0.2314,0.2148,119.7203,42.7351
002469.SZ,三维工程,环保概念;电子商务,工业,22.2945,0.1121,0.684,0.1832,49.7201,8.1486
600722.SH,金牛化工,融资融券标的;京津冀一体化;河北省国资;预减;超涨;地方国企;领涨龙头;融资融券;成交主力,材料,37.8938,0.0538,0.608,0.4313,176.0864,15.5813
002288.SZ,超华科技,智慧城市;民营银行;集成电路;智能穿戴,信息技术,38.9427,0.1539,0.3685,-0.6096,63.2597,26.4197
002849.SZ,威星智能,物联网;高送转,工业,20.033,0.1186,0.532,0.5223,42.2281,9.414
002772.SZ,众兴菌业,反关税;股权激励;预减;可转债;含可转债,日常消费,28.8577,0.8953,1.4278,1.6134,8.0581,5.0528
300378.SZ,鼎捷软件,工业4.0;股权激励,信息技术,28.1916,0.0248,0.6466,0.4251,284.1895,10.8999
300245.SZ,天玑科技,云计算;股权激励;阿里巴巴概念;大数据,信息技术,29.0889,0.0538,0.3205,0.5028,135.1715,22.6902
300249.SZ,依米康,股权激励;环保概念;员工持股,工业,28.7615,0.1312,0.8784,0.3925,54.8047,8.1858
300545.SZ,联得装备,高送转概念;股权激励;高送转;OLED,工业,31.2016,0.1173,0.5652,0.3843,66.4996,13.8011
002598.SZ,山东章鼓,地方国企,工业,21.684,0.1299,0.6911,0.5555,41.7321,7.844
300181.SZ,佐力药业,国产化创新;CAR-T疗法;医疗改革;创新药;基因检测,医疗保健,29.5792,0.1069,0.5318,0.8197,69.1749,13.9052
002364.SZ,中恒电气,能源互联网;股权激励;智能电网;充电桩;4G;超涨;工业互联网,工业,57.9345,0.0985,0.589,1.6222,147.0419,24.5902
603701.SH,德宏股份,股权激励,可选消费,16.8615,0.194,0.8061,0.6736,21.7287,5.2293
002847.SZ,盐津铺子,小盘绩优;超涨,日常消费,36.9396,0.2709,0.6532,0.8566,34.0897,14.1379
002787.SZ,华源控股,股权激励,材料,30.7073,0.1217,0.9328,1.0752,63.0799,8.2299
300653.SZ,正海生物,生物疫苗;医疗器械;超涨,医疗保健,47.2,0.2188,0.6167,0.4547,53.9305,19.1341
603598.SH,引力传媒,文化传媒概念(Wind);股权激励;互联网营销,可选消费,29.3897,0.1881,0.7551,0.3097,39.0613,9.7304
002438.SZ,江苏神通,预增;股权激励;核能核电;股权转让,工业,31.9638,0.2242,0.624,0.5159,35.6421,12.806
002331.SZ,皖通科技,智能交通;股权激励;智慧城市,信息技术,28.2553,0.1696,0.9202,0.8318,41.6499,7.6764
300584.SZ,海辰药业,高送转;抗癌,医疗保健,39.096,0.1699,0.656,0.4524,57.528,14.8994
300322.SZ,硕贝德,生物识别;金融科技;5G;股权激励;移动支付;传感器;员工持股,信息技术,34.25,0.1734,0.2685,0.2235,49.38,31.8901
600375.SH,华菱星马,地方国企;十大军工集团;小盘成长,工业,25.9531,0.0786,0.653,0.7759,82.548,9.9361
603313.SH,梦百合,预减;可转债,可选消费,40.56,0.0793,1.5343,1.9861,127.8689,6.6089
603505.SH,金石资源,,材料,34.44,0.2031,0.7707,0.5017,42.3929,11.1717
002644.SZ,佛慈制药,地方国企,医疗保健,46.7762,0.2222,0.7409,0.6093,52.6285,15.7836
603033.SH,三维股份,重组;高铁;出口型企业;并购阶段(需定增),材料,25.7896,0.1609,0.5712,0.791,40.0709,11.2875
000705.SZ,浙江震元,地方国企,医疗保健,21.9853,0.1448,0.6295,0.4675,37.958,8.7313
002107.SZ,沃华医药,医疗改革;独家药,医疗保健,28.3554,0.2063,0.808,0.6145,34.3619,8.7733
600435.SH,北方导航,融资融券;预增;央企;航母;十大军工集团;融资融券标的,工业,117.3584,0.032,1.1753,1.3058,916.8625,24.9635
300684.SZ,中石科技,高送转;高价股;超涨;小盘绩优;扭亏;新股,信息技术,73.1098,0.1336,0.8234,0.3751,136.8073,22.1975
300690.SZ,双一科技,出口型企业;风力发电;高送转,工业,25.8167,0.1683,1.1039,1.0733,38.3492,5.8467
300240.SZ,飞力达,智能物流;并购阶段(需定增);成交主力;物流骨干网;领涨龙头;超涨,工业,29.0254,0.1229,0.8404,0.7934,59.0427,8.6344
000753.SZ,漳州发展,福建自贸区;地方国企,可选消费,30.9342,0.2652,0.7854,1.9709,29.1612,9.8466
002549.SZ,凯美特气,保底增持;合资企业;工业气体,材料,34.4282,0.2019,0.5412,0.2108,42.6303,15.9036
603717.SH,天域生态,装饰园林;雄安新区,工业,24.0104,-0.046,1.2127,1.0985,-130.4913,4.9498
300627.SZ,华测导航,高送转;股权激励;卫星导航,工业,54.8563,0.1249,1.2937,1.0279,109.8004,10.6007
300620.SZ,光库科技,合资企业;5G;超涨;小盘绩优,信息技术,36.8632,0.1624,0.602,0.5016,56.7475,15.3086
300624.SZ,万兴科技,超跌;新股;超涨;国产软硬件;小盘绩优,信息技术,58.208,0.2149,0.5501,0.496,67.7152,26.4534
300641.SZ,正丹股份,高送转,材料,32.8522,0.1782,1.0806,1.3445,46.0889,7.6005
002547.SZ,春兴精工,涉矿;5G;员工持股,工业,57.3053,0.0733,-3.6271,1.7059,195.4478,-3.9498
603010.SH,万盛股份,芯片国产化;重组;苹果,材料,39.0833,0.0514,0.9107,1.4937,190.0939,10.7289
603538.SH,美诺华,,医疗保健,21.24,0.084,0.4995,0.8512,63.2143,10.6306
603787.SH,新日股份,新能源汽车,可选消费,19.4208,0.1603,0.7325,0.7503,30.2882,6.6283
300034.SZ,钢研高纳,十大军工集团;大飞机;央企;国产化创新;并购阶段(需定增);融资融券标的;军民融合;新材料;融资融券,材料,42.6459,0.2102,0.4897,0.934,50.7206,21.7714
600113.SH,浙江东日,融资融券;地方国企;融资融券标的,工业,25.9659,0.1755,0.9582,0.9983,36.9885,6.7747
002565.SZ,顺灏股份,合资企业,材料,35.5261,0.5121,1.1302,1.0561,17.3433,7.8584
600460.SH,士兰微,OLED;融资融券标的;传感器;核高基;绿色节能照明;芯片国产化;国产软硬件;并购阶段(需定增);融资融券;集成电路,信息技术,158.3658,0.0881,1.0281,0.9164,449.3922,38.5093
002599.SZ,盛通股份,K-12教育;股权激励;员工持股,工业,34.0918,0.0973,0.926,0.3663,87.5946,9.204
000557.SZ,西部创业,地方国企;领涨龙头;葡萄酒,工业,57.7516,0.2156,0.8699,0.0826,66.9661,16.5972
002240.SZ,威华股份,锂电池;员工持股;借壳上市,材料,67.1321,0.0121,0.1861,0.2167,1387.0269,90.1828
603380.SH,易德龙,智能家居,信息技术,26.56,0.2143,0.9566,0.8092,30.9846,6.9413
300400.SZ,劲拓股份,富士康概念;举牌;人工智能;机器视觉;股权激励;工业4.0,工业,39.3902,0.2007,0.8078,0.5217,49.066,12.1906
300215.SZ,电科院,,工业,44.8927,0.1035,1.2641,0.7124,108.4365,8.8784
002860.SZ,星帅尔,高送转,工业,21.426,0.2548,0.9142,0.7374,21.0224,5.8592
000807.SZ,云铝股份,预减;融资融券标的;融资融券;股票质押;地方国企,材料,138.4231,-1.2832,7.1659,2.0674,-26.9683,4.8292
300375.SZ,鹏翎股份,高送转;股权激励,可选消费,22.0875,0.254,1.1925,1.5732,21.7397,4.6305
002380.SZ,科远股份,员工持股;机器人;工业4.0;智能电网,工业,29.567,0.0809,1.1238,0.8578,91.369,6.5775
002037.SZ,久联发展,重组;并购阶段(需定增);国资改革;央企,材料,27.3025,0.0297,0.9913,0.7923,229.819,6.8855
603429.SH,集友股份,超涨,工业,59.2906,0.3131,0.9915,0.528,47.3416,14.9497
002554.SZ,惠博普,LNG;股权激励;页岩气和煤层气;可燃冰,能源,36.3005,0.3644,0.963,1.3306,24.9043,9.4238
600812.SH,华北制药,维生素;医疗改革;国家队;地方国企;河北省国资;预增,医疗保健,80.8879,0.2473,0.1444,0.5163,81.771,140.0414
600976.SH,健民集团,融资融券;股权激励;融资融券标的,医疗保健,30.4343,0.2915,0.9144,0.6506,26.1015,8.3208
603903.SH,中持股份,股权激励;污水处理;环保概念,工业,27.9421,0.0851,0.6294,0.4838,82.0861,11.0987
300547.SZ,川环科技,小盘成长;股权激励;军民融合;高送转;高送转预期,可选消费,25.7226,0.2737,1.1428,0.8433,23.4953,5.6271
300123.SZ,亚光科技,军民融合;可转债;股权激励,工业,65.496,0.2276,1.0326,0.1534,71.942,15.8571
300572.SZ,安车检测,股权激励;高送转;高送转预期;超涨,信息技术,54.96,0.1475,0.7905,0.4903,93.1525,17.3814
603199.SH,九华旅游,地方国企,可选消费,26.0209,0.3037,0.8289,0.7404,21.4199,7.848
300570.SZ,太辰光,5G;新材料,信息技术,38.4095,0.2129,1.0003,1.014,45.1027,9.5995
300177.SZ,中海达,超涨;卫星导航;员工持股;机器视觉,工业,61.0017,0.1573,0.8717,0.1859,96.9512,17.495
002912.SZ,中新赛克,高送转预期;小盘绩优;高送转;深圳市国资;超涨;新股;网络安全;国产软硬件;预增;广东省国资;地方国企,信息技术,103.2516,0.0292,1.3233,1.0056,884.0034,19.5065
002907.SZ,华森制药,新股,医疗保健,105.8959,0.2945,1.1199,0.9571,89.8947,23.6396
600644.SH,乐山电力,成渝特区;预减,公用事业,26.4355,0.1976,0.5551,2.2481,33.4457,11.9057
300451.SZ,创业软件,股票质押;健康中国;股权激励;高送转;智慧医疗,信息技术,80.1246,0.4509,1.6878,0.6711,44.4248,11.8682
000584.SZ,哈工智能,预增;借壳上市,工业,58.6338,0.2645,1.1539,-5.02,55.4195,12.7034
002442.SZ,龙星化工,炭黑;京津冀一体化,材料,50.88,0.319,0.4962,0.3081,39.8746,25.6348
300523.SZ,辰安科技,高校;扭亏;超涨;国产软硬件;并购阶段(需定增),信息技术,93.6,0.0868,1.2028,0.9233,269.5853,19.4546
300263.SZ,隆华节能,PPP;污水处理;OLED,工业,45.54,0.1262,0.5615,0.1625,90.2139,20.276
300172.SZ,中电环保,环保概念;股权激励;污水处理;员工持股,工业,32.0109,0.147,1.2351,1.1729,54.4403,6.4794
603713.SH,密尔克卫,领涨龙头;预增;超涨;次新股;小盘绩优;新股;成交主力,工业,68.3998,0.3307,0.8346,0.5621,51.7083,20.4888
002535.SZ,林州重机,卫星导航;机器人;页岩气和煤层气;高端装备制造,工业,31.0251,0.2539,0.3614,0.1449,30.5485,21.4617
603166.SH,福达股份,股权激励,可选消费,37.8356,0.3864,1.3609,1.0113,24.4796,6.9505
600728.SH,佳都科技,移动互联网;股票质押;独角兽概念;国产软硬件;云计算;人工智能;员工持股;股权激励;融资融券标的;生物识别;智能交通;融资融券;智慧城市;数字中国;安防监控,信息技术,117.5641,0.278,2.1557,1.2471,105.7231,13.6341
002766.SZ,索菱股份,智能汽车,可选消费,32.3064,0.3011,1.4849,0.7541,26.8236,5.4392
300241.SZ,瑞丰光电,股权激励;员工持股;高送转;绿色节能照明;Micro LED;触板,信息技术,31.718,0.2814,1.3273,0.5011,28.1787,5.9742
002559.SZ,亚威股份,工业4.0;举牌;机床;机器人;股权激励,工业,26.1475,0.2128,0.9876,1.1602,30.7184,6.6189
000831.SZ,五矿稀土,央企;增持;稀土永磁;小金属;稀土,材料,102.7972,0.2897,0.3216,0.1708,88.71,79.9108
603669.SH,灵康药业,西藏振兴;精准扶贫,医疗保健,39.9672,0.3265,1.6101,1.5393,30.6028,6.2057
300685.SZ,艾德生物,基因检测;高送转;合资企业;高送转预期,医疗保健,76.032,0.2498,0.9407,0.6546,76.0929,20.2062
000301.SZ,东方市场,地方国企;江苏省国资;重组;预减,材料,76.6271,0.3319,2.2801,1.472,57.7185,8.4017
002121.SZ,科陆电子,智能电网;新能源汽车;充电桩;能源互联网;保底增持;股权激励;锂电池;合同能源管理;股票质押,工业,80.1336,0.2929,4.6238,2.771,68.3967,4.3327
